id,session,identifier,title,name,classification,jurisdiction_id,date,note,media_type,url
ocd-bill/96367c89-9516-4787-ae32-c1564dc899d1,2018RS,HB 360,"AN ACT relating to state agency children. Amend KRS 158.135 to include in the definition of ""state agency children"" those children referred by a family accountability, intervention, and response team to a Department of Juvenile Justice operated or contracted day treatment program.",House,lower,ocd-jurisdiction/country:us/state:ky/government,,Most Recent Version,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/HB360/bill.pdf
ocd-bill/ae02689c-4267-4d2d-a509-2e83835efe8c,2018RS,HB 397,"AN ACT relating to female genital mutilation. Create a new section of KRS Chapter 508 to create a Class A felony relating to female genital mutilation; create a new section of KRS Chapter 211 to require the Department for Public Health in the Cabinet for Health and Family Services to develop, produce, and disseminate education materials related to female genital mutilation; amend KRS 620.030 establishing that if a person knows or has reasonable cause to believe that a child is a victim of female genital mutilation, then that person shall immediately make an oral or written report to the appropriate authorities.",House,lower,ocd-jurisdiction/country:us/state:ky/government,,Most Recent Version,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/HB397/bill.pdf
ocd-bill/0ba0b335-2263-4079-b2dc-4de4f9fe3517,2018RS,HB 539,"AN ACT relating to retirement and declaring an emergency. Create a new section of KRS 161.220 to 161.716 to establish risk control mechanisms that shall be implemented by the board of trustees for the Teachers' Retirement System (TRS) if funding for retirement benefits applying to members hired on or after July 1, 2018, falls below 95%; amend KRS 161.155 to limit the amount of unused sick leave that may be used to calculate retirement benefits to the number of days accrued as of June 30, 2018; amend KRS 161.540 to increase the employee contribution rate for pensions  to 10% for new members of TRS; amend KRS 161.550  to limit state appropriations to fund benefits for new TRS members to 6% of payroll, but require the General Assembly to pay the full actuarially required contribution rate (ARC) for the TRS for all fiscal years occurring on or after July 1, 2018; amend KRS 161.600 to require new TRS members participating on or after July 1, 2018, to attain  an age and years of service that total at least 85  to qualify for unreduced retirement benefits or that total no less than 70 to qualify for reduced retirement benefits; make technical and conforming amendments to KRS 161.220, 161.420, 161.600, 161.620, and 161.623; create a new section of KRS 78.510 to 78.852 to provide that the administration of the County Employees Retirement System (CERS) shall be transferred from the Kentucky Retirement System (KRS) board of trustees to the CERS board of trustees established on July 1, 2018;  allow the new CERS board to contract with KRS for administration of benefits, investments, or other services as needed for a period not to exceed four years; create new sections of KRS 78.510 to 78.852, including new provisions to permit nonhazardous members who began participating on or after January 1, 2014, to make a one-time irrevocable election to transfer from the hybrid cash balance plan into the defined benefit  tier for members who began participating on or after July 1, 2008, but limit establish risk controls mechanisms for this tier; amend KRS 78.510, 78.530, 78.535, 78.540, 78.610, 78.615, 78.616, 78.625, 78.630, 78.640, 78.650, 78.652, 78,790, 78.852, and 78.550 to establish separate statutory provisions governing administration, benefits, and investments of the County Employees Retirement System; establish a 9-member CERS board composed of 3  elected members, and 6 individuals appointed by the Kentucky League of Cities, the Kentucky Association of Counties, or the Kentucky School Boards Association who must have 10 years of ""investment experience"" or ""retirement experience"" as defined by the bill; specify investment, reporting, and transparency requirements; amend KRS 6.350, 7A.255, 16.505, 16.555, 16.576, 16.577, 16.583, 16.582, 18A.205, 61.510, 61.522, 61.535, 61.540, 61.545, 61.550, 61.552, 61.5525, 61.555, 61.559, 61.565, 61.590, 61.592, 61.595, 61.597, 61.598, 61.600, 61.607, 61.621, 61.623, 61.625, 61.630, 61.637, 61.650, 61.652, 61.660, 61.665, 61.670, 61.675, 61.680, 61.690, 61.691, 61.701, 61.702, 61.705, 70.292, 70.293, 95.022, 95.290, 161.155, and 61.675  to conform; amend KRS 61.645 to remove CERS elected and appointed representation on the KRS board; amend KRS 7A.250 to place CERS under the jurisdiction of the Public Pension Oversight Board; amend KRS 18A.225 to allow CERS retirees to participate in the Kentucky Employees Health Plan; repeal KRS 78.533, 78.534, 78.532, 78.542, 78.545, and 212.434; provide that decisions made by the KRS board on behalf of CERS shall stand and shall not be reversed except as provided by KRS 78.510 to 78.852; provide that the three elected CERS trustees serving on the KRS board prior to July 1, 2017, shall serve as the elected trustees on the new CERS board; provide that no provision of this Act shall increase or decrease benefits to members or retired members of KRS or CERS; EMERGENCY, effective July 1, 2018.",House,lower,ocd-jurisdiction/country:us/state:ky/government,,Most Recent Version,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/HB539/bill.pdf
ocd-bill/838d16a7-e4ca-4833-b424-e830733eaf84,2018RS,HB 21,"AN ACT relating to Kentucky school bus drivers. Create a new section of KRS Chapter 2  to designate and observe May 1 of every year as ""School Bus Driver Day.""",House,lower,ocd-jurisdiction/country:us/state:ky/government,,HCS1,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/HB21/HCS1.pdf
ocd-bill/7a55076d-2dba-4aeb-bb90-34e57bf8033f,2018RS,HR 278,Recognize August 2018 as National Immunization Awareness Month.,House,lower,ocd-jurisdiction/country:us/state:ky/government,,Most Recent Version,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/HR278/bill.pdf
ocd-bill/574f5861-a2d4-4078-8a01-b92f3a8129ef,2018RS,HB 64,AN ACT relating to traumatic brain injury treatment for veterans. Create new sections of KRS Chapter 217 to define terms; permit eligible veterans to use hyperbaric oxygen treatment for treatment of traumatic brain injury; establish the conditions for use of hyperbaric oxygen treatment; prohibit sanctions of health care providers; clarify the duties of health care insurers regarding hyperbaric oxygen treatment; prohibit certain actions by state officials; provide that the Act may be known as the Colonel Ron Ray Veterans Traumatic Brain Injury Treatment Act.,House,lower,ocd-jurisdiction/country:us/state:ky/government,,Most Recent Version,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/HB64/bill.pdf
ocd-bill/f7f8cf9a-4f49-44dd-ba7b-f6ac2f463be4,2018RS,HB 100,"AN ACT relating to building industry licensure. Amend KRS 198B.650 to revise the definitions of ""maintenance person or maintenance engineer,"" ""major repair,"" and ""routine maintenance of heating, ventilation, or air conditioning""; amend KRS 198B.658 to change the experience requirement from five years to two years for a master, and from four years to two years for a journeyman; amend KRS 198B.678 to permit a master HVAC contractor to represent more than one firm if specified criteria are met; create a new section of KRS 198B.650 to 198B.689 to require the department to grant a 180-day interim period to allow a company to use the license of a deceased master HVAC contractor; amend KRS 318.054 to require the department to grant a 180-day interim period to allow a company to use the license of a deceased master plumber; amend KRS 227.480 to require the department to grant a 180-day interim period to allow a company to use the license of a deceased electrical contractor; amend KRS 227A.140 to require the department to grant a 180-day interim period to allow a business to use the license of a deceased master electrician.",House,lower,ocd-jurisdiction/country:us/state:ky/government,,Most Recent Version,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/HB100/bill.pdf
ocd-bill/7c2d36ff-5bda-4c98-ac4c-4cb2ca2d676e,2018RS,HR 220,"Recognize March 11-17, 2018, as Sunshine Week 2018 in Kentucky.",House,lower,ocd-jurisdiction/country:us/state:ky/government,,Most Recent Version,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/HR220/bill.pdf
ocd-bill/5bf6d0d1-97b2-4cae-8c0a-59b026397aaf,2018RS,HB 128,AN ACT relating to instruction on the Holocaust and other acts of genocide. Amend KRS 156.160 to require every public school to provide instruction on the Holocaust and other acts of genocide.,House,lower,ocd-jurisdiction/country:us/state:ky/government,,Most Recent Version,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/HB128/bill.pdf
ocd-bill/5afa30d3-2107-4158-988f-4f47847dfd3b,2018RS,SB 101,AN ACT relating to school district vacancies. Amend KRS 160.380 to reduce the vacancy notice required from a superintendent to the chief state school officer from 30 days to 15 days.,Senate,upper,ocd-jurisdiction/country:us/state:ky/government,,HCS1,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/SB101/HCS1.pdf
ocd-bill/75b45d2f-d067-4e8b-9ebc-fda260228057,2018RS,HR 330,Adjourn in honor and loving memory of Dr. Pearse Lyons.,House,lower,ocd-jurisdiction/country:us/state:ky/government,,Most Recent Version,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/HR330/bill.pdf
ocd-bill/8dc8c8b4-5cdc-45b3-95b1-e3b45fb4e276,2018RS,HB 427,"AN ACT relating to nurses. Amend KRS 314.011 to eliminate reference to the Controlled Substance Formulary Development Committee and to change the term ""noncontrolled"" to ""nonscheduled;"" amend KRS 314.031 to reference the disciplinary statute and to eliminate the list of reportable offenses; amend KRS 314.035 to establish a mandatory reporting requirement for anyone who has knowledge of a potential violation by a dialysis technician; amend KRS 314.042 to update language concerning the definition of an advanced practice registered nurse (APRN), require an applicant for an APRN license to take a jurisprudence examination; simplify reporting of the rescission of a CAPA-NS or CS; amend KRS 314.085 to clarify that evaluations must be submitted within 30 days; amend KRS 314.089 to clarify when an immediate suspension of a license is warranted; amend KRS 314.091 to add use or possession of a Schedule I controlled substance and use or impairment by use of alcohol or drugs to the list of violations; amend 314.101 to clarify when a nurse that is temporarily in the state does not need a license; amend KRS 314.181 to clarify when a registered nurse may pronounce the death of a patient; amend KRS 314.111 to allow the Board of Nursing to fine a program of nursing that is not in compliance with regulations; amend KRS 311A.185 to conform; repeal KRS 314.046 and 314.105.",House,lower,ocd-jurisdiction/country:us/state:ky/government,,SCS1,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/HB427/SCS1.pdf
ocd-bill/5c7053a7-a0a4-4d17-837c-9281f39c9087,2018RS,HR 296,Honor former Kentucky State Representative Marie Rader.,House,lower,ocd-jurisdiction/country:us/state:ky/government,,Most Recent Version,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/HR296/bill.pdf
ocd-bill/856c42fb-ae22-49b8-a0ac-c94fb6f8213c,2018RS,HB 164,AN ACT relating to charitable gaming. Amend KRS 238.505 and 238.535 to include 501(c)(7) organizations created for recreational purposes in the types of organizations that may conduct charitable gaming.,House,lower,ocd-jurisdiction/country:us/state:ky/government,,Most Recent Version,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/HB164/bill.pdf
ocd-bill/bc4720fe-ad41-48be-a902-3bf50f216620,2018RS,HB 358,"AN ACT relating to occupational license taxes and declaring an emergency. Amend KRS 68.197 to apply its provisions to counties with populations less than 300,000; remove the cap of one percent on license fees; remove crediting provisions between the county and the cities, except as by agreement between the city and the county; amend KRS 68.604 to conform; repeal KRS 68.198 and 68.199; EMERGENCY.",House,lower,ocd-jurisdiction/country:us/state:ky/government,,Most Recent Version,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/HB358/bill.pdf
ocd-bill/00bd52c7-0db4-4a4c-ad59-04f6623b5e06,2018RS,SR 205,Honor Lorenzo Linsey of the Wayne County High School football team.,Senate,upper,ocd-jurisdiction/country:us/state:ky/government,,Most Recent Version,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/SR205/bill.pdf
ocd-bill/b9c2df67-927b-467d-8ea3-e09dc9ed97ec,2018RS,SR 196,Honor the West Jessamine High School girls' soccer team upon winning the 2017 KHSAA State Championship.,Senate,upper,ocd-jurisdiction/country:us/state:ky/government,,Most Recent Version,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/SR196/bill.pdf
ocd-bill/838d16a7-e4ca-4833-b424-e830733eaf84,2018RS,HB 21,"AN ACT relating to Kentucky school bus drivers. Create a new section of KRS Chapter 2  to designate and observe May 1 of every year as ""School Bus Driver Day.""",House,lower,ocd-jurisdiction/country:us/state:ky/government,,HFA1,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/HB21/HFA1.pdf
ocd-bill/5afa30d3-2107-4158-988f-4f47847dfd3b,2018RS,SB 101,AN ACT relating to school district vacancies. Amend KRS 160.380 to reduce the vacancy notice required from a superintendent to the chief state school officer from 30 days to 15 days.,Senate,upper,ocd-jurisdiction/country:us/state:ky/government,,SFA1,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/SB101/SFA1.pdf
ocd-bill/473ee364-10bc-4245-8e2d-4b985e8f2a56,2018RS,SR 265,Adjourn in honor and loving memory of Dr. Pearse Lyons.,Senate,upper,ocd-jurisdiction/country:us/state:ky/government,,Most Recent Version,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/SR265/bill.pdf
ocd-bill/a5318b44-f168-4e7b-8357-6ebf474e9777,2018RS,HR 242,Amend the Rules of Procedure for the 2018 House of Representatives by amending Rule 47 to require a simple majority of the committee membership present and voting favorably to report a bill or resolution.,House,lower,ocd-jurisdiction/country:us/state:ky/government,,Most Recent Version,application/pdf,http://www.lrc.ky.gov/recorddocuments/bill/18RS/HR242/bill.pdf
ocd-bill/97d1103c-1359-46bd-8073-09aeaf611837,2017 2nd Extraordinary Session,HB 7,CAPITAL OUTLAY:  Provides for limitations on certain appropriations included in the Capital Outlay Act for Fiscal Year 2017-2018,House,lower,ocd-jurisdiction/country:us/state:la/government,,HB7 Original,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1050740
ocd-bill/e8161fe0-210b-48b0-ac27-5ad9de75bb15,2017 2nd Extraordinary Session,HR 5,"CONDOLENCES:  Expresses condolences upon the death of Edward Lee ""Ed"" Gary",House,lower,ocd-jurisdiction/country:us/state:la/government,,HR5 Original,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051573
ocd-bill/fad549fb-6ae5-49f5-a899-1a0797766e51,2017 2nd Extraordinary Session,HR 6,LEGISLATIVE AUDITOR:  Requests the legislative auditor to examine the current financial condition of the public-private partnerships for operation of the north Louisiana safety net hospitals,House,lower,ocd-jurisdiction/country:us/state:la/government,,HR6 Enrolled,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051668
ocd-bill/fad549fb-6ae5-49f5-a899-1a0797766e51,2017 2nd Extraordinary Session,HR 6,LEGISLATIVE AUDITOR:  Requests the legislative auditor to examine the current financial condition of the public-private partnerships for operation of the north Louisiana safety net hospitals,House,lower,ocd-jurisdiction/country:us/state:la/government,,HR6 Original,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051590
ocd-bill/97d1103c-1359-46bd-8073-09aeaf611837,2017 2nd Extraordinary Session,HB 7,CAPITAL OUTLAY:  Provides for limitations on certain appropriations included in the Capital Outlay Act for Fiscal Year 2017-2018,House,lower,ocd-jurisdiction/country:us/state:la/government,,HB7 Engrossed,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1050826
ocd-bill/97d1103c-1359-46bd-8073-09aeaf611837,2017 2nd Extraordinary Session,HB 7,CAPITAL OUTLAY:  Provides for limitations on certain appropriations included in the Capital Outlay Act for Fiscal Year 2017-2018,House,lower,ocd-jurisdiction/country:us/state:la/government,,"Senate Floor Amendment, #36, Morrell, Adopted",application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051514
ocd-bill/e8161fe0-210b-48b0-ac27-5ad9de75bb15,2017 2nd Extraordinary Session,HR 5,"CONDOLENCES:  Expresses condolences upon the death of Edward Lee ""Ed"" Gary",House,lower,ocd-jurisdiction/country:us/state:la/government,,HR5 Enrolled,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051577
ocd-bill/97d1103c-1359-46bd-8073-09aeaf611837,2017 2nd Extraordinary Session,HB 7,CAPITAL OUTLAY:  Provides for limitations on certain appropriations included in the Capital Outlay Act for Fiscal Year 2017-2018,House,lower,ocd-jurisdiction/country:us/state:la/government,,HB7 Reengrossed,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051249
ocd-bill/7f65a7d8-5f64-4c5d-8dcf-830a31ad4a6d,2017 2nd Extraordinary Session,SR 6,CONDOLENCES:  Expresses condolences upon the death of Reverend Frank Benjamin Jones Sr.,Senate,upper,ocd-jurisdiction/country:us/state:la/government,,SR6 Original,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051467
ocd-bill/97d1103c-1359-46bd-8073-09aeaf611837,2017 2nd Extraordinary Session,HB 7,CAPITAL OUTLAY:  Provides for limitations on certain appropriations included in the Capital Outlay Act for Fiscal Year 2017-2018,House,lower,ocd-jurisdiction/country:us/state:la/government,,HB7 Enrolled,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051575
ocd-bill/97d1103c-1359-46bd-8073-09aeaf611837,2017 2nd Extraordinary Session,HB 7,CAPITAL OUTLAY:  Provides for limitations on certain appropriations included in the Capital Outlay Act for Fiscal Year 2017-2018,House,lower,ocd-jurisdiction/country:us/state:la/government,,"Senate Committee Amendment, #23, R&F, Adopted",application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051322
ocd-bill/97d1103c-1359-46bd-8073-09aeaf611837,2017 2nd Extraordinary Session,HB 7,CAPITAL OUTLAY:  Provides for limitations on certain appropriations included in the Capital Outlay Act for Fiscal Year 2017-2018,House,lower,ocd-jurisdiction/country:us/state:la/government,,"House Floor Amendment, #38, Abramson, Adopted",application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051025
ocd-bill/7f65a7d8-5f64-4c5d-8dcf-830a31ad4a6d,2017 2nd Extraordinary Session,SR 6,CONDOLENCES:  Expresses condolences upon the death of Reverend Frank Benjamin Jones Sr.,Senate,upper,ocd-jurisdiction/country:us/state:la/government,,SR6 Enrolled,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051488
ocd-bill/3aec9935-dfc8-45ad-b63f-419b45ca98dd,2017 2nd Extraordinary Session,HR 4,"COMMENDATIONS:  Commends U.S. capitol police officers David Bailey, Henry Cabrera, and Crystal Griner for their heroic actions on June 14, 2017",House,lower,ocd-jurisdiction/country:us/state:la/government,,HR4 Enrolled,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051580
ocd-bill/881d3465-f2d7-44d9-b48d-c0df89b10fe6,2017 2nd Extraordinary Session,SR 9,"COMMENDATIONS:  Commends C.S. ""Cheeze"" Hamilton on his 57-year career as a West Feliciana Parish school bus driver.",Senate,upper,ocd-jurisdiction/country:us/state:la/government,,SR9 Enrolled,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051669
ocd-bill/88dc933b-46b1-49c2-884c-71e5655511bd,2017 2nd Extraordinary Session,HB 5,APPROPRIATIONS/SUPPLEML:  Makes supplemental appropriations for Fiscal Year 2016-2017 (Item #1),House,lower,ocd-jurisdiction/country:us/state:la/government,,HB5 Enrolled,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051559
ocd-bill/72cd29bc-f26b-4121-b2ad-418e9fcead43,2017 2nd Extraordinary Session,HR 2,"COMMENDATIONS:  Commends the Scotlandville High School Hornets Alumni Association, Inc., upon its third annual Scotlandville High School Hall of Fame Induction Ceremony and Banquet",House,lower,ocd-jurisdiction/country:us/state:la/government,,HR2 Original,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1050988
ocd-bill/881d3465-f2d7-44d9-b48d-c0df89b10fe6,2017 2nd Extraordinary Session,SR 9,"COMMENDATIONS:  Commends C.S. ""Cheeze"" Hamilton on his 57-year career as a West Feliciana Parish school bus driver.",Senate,upper,ocd-jurisdiction/country:us/state:la/government,,SR9 Original,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051626
ocd-bill/88dc933b-46b1-49c2-884c-71e5655511bd,2017 2nd Extraordinary Session,HB 5,APPROPRIATIONS/SUPPLEML:  Makes supplemental appropriations for Fiscal Year 2016-2017 (Item #1),House,lower,ocd-jurisdiction/country:us/state:la/government,,HB5 Original,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1050736
ocd-bill/3aec9935-dfc8-45ad-b63f-419b45ca98dd,2017 2nd Extraordinary Session,HR 4,"COMMENDATIONS:  Commends U.S. capitol police officers David Bailey, Henry Cabrera, and Crystal Griner for their heroic actions on June 14, 2017",House,lower,ocd-jurisdiction/country:us/state:la/government,,HR4 Original,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051571
ocd-bill/88dc933b-46b1-49c2-884c-71e5655511bd,2017 2nd Extraordinary Session,HB 5,APPROPRIATIONS/SUPPLEML:  Makes supplemental appropriations for Fiscal Year 2016-2017 (Item #1),House,lower,ocd-jurisdiction/country:us/state:la/government,,"House Floor Amendment, #60, Foil, Adopted",application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051064
ocd-bill/88dc933b-46b1-49c2-884c-71e5655511bd,2017 2nd Extraordinary Session,HB 5,APPROPRIATIONS/SUPPLEML:  Makes supplemental appropriations for Fiscal Year 2016-2017 (Item #1),House,lower,ocd-jurisdiction/country:us/state:la/government,,HB5 Reengrossed,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051232
ocd-bill/88dc933b-46b1-49c2-884c-71e5655511bd,2017 2nd Extraordinary Session,HB 5,APPROPRIATIONS/SUPPLEML:  Makes supplemental appropriations for Fiscal Year 2016-2017 (Item #1),House,lower,ocd-jurisdiction/country:us/state:la/government,,"House Committee Amendment, #35, APP, Adopted",application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1050990
ocd-bill/88dc933b-46b1-49c2-884c-71e5655511bd,2017 2nd Extraordinary Session,HB 5,APPROPRIATIONS/SUPPLEML:  Makes supplemental appropriations for Fiscal Year 2016-2017 (Item #1),House,lower,ocd-jurisdiction/country:us/state:la/government,,"House Committee Amendment, #29, APP, Draft",application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1050910
ocd-bill/88dc933b-46b1-49c2-884c-71e5655511bd,2017 2nd Extraordinary Session,HB 5,APPROPRIATIONS/SUPPLEML:  Makes supplemental appropriations for Fiscal Year 2016-2017 (Item #1),House,lower,ocd-jurisdiction/country:us/state:la/government,,HB5 Act 2,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1052582
ocd-bill/72cd29bc-f26b-4121-b2ad-418e9fcead43,2017 2nd Extraordinary Session,HR 2,"COMMENDATIONS:  Commends the Scotlandville High School Hornets Alumni Association, Inc., upon its third annual Scotlandville High School Hall of Fame Induction Ceremony and Banquet",House,lower,ocd-jurisdiction/country:us/state:la/government,,HR2 Enrolled,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051027
ocd-bill/2a2018bf-caf7-47bd-8342-f96f2b0cb998,2017 2nd Extraordinary Session,HR 3,COMMENDATIONS:  Commends Tamiko Terraz Stroud of Donaldsonville for her outstanding accomplishments,House,lower,ocd-jurisdiction/country:us/state:la/government,,HR3 Enrolled,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051566
ocd-bill/2a2018bf-caf7-47bd-8342-f96f2b0cb998,2017 2nd Extraordinary Session,HR 3,COMMENDATIONS:  Commends Tamiko Terraz Stroud of Donaldsonville for her outstanding accomplishments,House,lower,ocd-jurisdiction/country:us/state:la/government,,HR3 Original,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051564
ocd-bill/88dc933b-46b1-49c2-884c-71e5655511bd,2017 2nd Extraordinary Session,HB 5,APPROPRIATIONS/SUPPLEML:  Makes supplemental appropriations for Fiscal Year 2016-2017 (Item #1),House,lower,ocd-jurisdiction/country:us/state:la/government,,HB5 Engrossed,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051028
ocd-bill/8b9e603e-e216-43e4-86c2-15ca39d20592,2017 2nd Extraordinary Session,SR 11,LEGISLATIVE SESSIONS:  Requests appointment of committee to notify House of Representatives that the Senate is ready to adjourn sine die.,Senate,upper,ocd-jurisdiction/country:us/state:la/government,,SR11 Original,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051654
ocd-bill/ec278b10-8142-4efa-b9e9-03302dd6275d,2017 2nd Extraordinary Session,SR 1,LEGISLATIVE SESSIONS:  Resolves that a committee be appointed to notify the House that the Senate has convened and organized and is prepared to transact business.,Senate,upper,ocd-jurisdiction/country:us/state:la/government,,SR1 Original,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1050584
ocd-bill/c88fd8d0-47a5-41e8-a48f-b46f38d0b1e5,2017 2nd Extraordinary Session,SR 7,COMMENDATIONS:  Commends the Asian Chamber of Commerce of Louisiana on its 10th anniversary.,Senate,upper,ocd-jurisdiction/country:us/state:la/government,,SR7 Enrolled,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051491
ocd-bill/afeeb1a7-fe93-4476-8a84-734352841929,2017 2nd Extraordinary Session,SR 3,"SENATE:  Commends the Sigma Chapter of Delta Zeta Sorority at LSU for 100 years of service and philanthropy to the Baton Rouge community and recognizes the weekend of September 22-24, 2017, as Pink and Green Weekend in Louisiana.",Senate,upper,ocd-jurisdiction/country:us/state:la/government,,SR3 Original,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051215
ocd-bill/c88fd8d0-47a5-41e8-a48f-b46f38d0b1e5,2017 2nd Extraordinary Session,SR 7,COMMENDATIONS:  Commends the Asian Chamber of Commerce of Louisiana on its 10th anniversary.,Senate,upper,ocd-jurisdiction/country:us/state:la/government,,SR7 Original,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051472
ocd-bill/4630a8ce-7117-4555-bf02-bef2f37b945b,2017 2nd Extraordinary Session,SR 2,LEGISLATIVE SESSIONS:  Resolves that a committee of five members be appointed to act with a similar House committee to notify the governor that the legislature has convened and organized and is prepared to receive his communications.,Senate,upper,ocd-jurisdiction/country:us/state:la/government,,SR2 Original,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1050586
ocd-bill/afeeb1a7-fe93-4476-8a84-734352841929,2017 2nd Extraordinary Session,SR 3,"SENATE:  Commends the Sigma Chapter of Delta Zeta Sorority at LSU for 100 years of service and philanthropy to the Baton Rouge community and recognizes the weekend of September 22-24, 2017, as Pink and Green Weekend in Louisiana.",Senate,upper,ocd-jurisdiction/country:us/state:la/government,,SR3 Enrolled,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051256
ocd-bill/918406c1-1a95-47d8-b645-d51dd16275c5,2017 2nd Extraordinary Session,SCR 1,COMMENDATIONS:  Commends Ryan Harrison for his many accomplishments and on winning the French Open tennis tournament in men's doubles.,Senate,upper,ocd-jurisdiction/country:us/state:la/government,,SCR1 Original,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051459
ocd-bill/918406c1-1a95-47d8-b645-d51dd16275c5,2017 2nd Extraordinary Session,SCR 1,COMMENDATIONS:  Commends Ryan Harrison for his many accomplishments and on winning the French Open tennis tournament in men's doubles.,Senate,upper,ocd-jurisdiction/country:us/state:la/government,,SCR1 Enrolled,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051663
ocd-bill/1578d2bc-1ddb-40b0-8fe1-f8478722ce08,2017 2nd Extraordinary Session,SR 8,"COMMENDATIONS:  Commends Dr. Philip C. Williams, president of McNeese State University, upon his retirement.",Senate,upper,ocd-jurisdiction/country:us/state:la/government,,SR8 Enrolled,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051632
ocd-bill/1578d2bc-1ddb-40b0-8fe1-f8478722ce08,2017 2nd Extraordinary Session,SR 8,"COMMENDATIONS:  Commends Dr. Philip C. Williams, president of McNeese State University, upon his retirement.",Senate,upper,ocd-jurisdiction/country:us/state:la/government,,SR8 Original,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051624
ocd-bill/5e552df2-cc90-4a87-aef6-af3920fb8cc8,2017 2nd Extraordinary Session,SR 4,COMMENDATIONS:  Commends Captain Shreve High School on its fiftieth anniversary.,Senate,upper,ocd-jurisdiction/country:us/state:la/government,,SR4 Enrolled,application/pdf,http://www.legis.la.gov/Legis/ViewDocument.aspx?d=1051489
